Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENSG00000153201;P49792,Nucleus,Nuclear localization signal|Nuclear export signal,0.45629999,0.614300013,0.101099998,0.123499997,0.173299998,0.072700001,0.324299991,0.303000003,0.317799985,0.129099995
ENSG00000153207;Q8WYP5,Nucleus,Nuclear localization signal,0.153999999,0.933399975,0.0363,0.0277,0.064300001,0.101199999,0.0306,0.0069,0.042399999,0.0133
ENSG00000153291;O95847,Mitochondrion,Mitochondrial transit peptide,0.126900002,0.103100002,0.0044,0.147,0.897599995,0.092799999,0.224999994,0.060800001,0.1083,0.108000003
ENSG00000153395;Q8NF37,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.242699996,0.206799999,0.023399999,0.338699996,0.159199998,0.0042,0.829200029,0.191599995,0.472499996,0.0116
ENSG00000153574;P49247,Mitochondrion,Mitochondrial transit peptide,0.3583,0.324299991,0.102899998,0.072099999,0.877300024,0.044399999,0.0801,0.112899996,0.1171,0.228699997
ENSG00000153786;Q9NXF8,Golgi apparatus,Transmembrane domain,0.1373,0.128299996,0.032600001,0.318800002,0.087099999,0.0147,0.373800009,0.519299984,0.717199981,0.014
ENSG00000153827;Q14669,Nucleus,Nuclear localization signal,0.375499994,0.932699978,0.054499999,0.064000003,0.058899999,0.0188,0.0383,0.0114,0.033399999,0.0024
ENSG00000153904;O94760,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,0.779999971,0.196700007,0.0174,0.178299993,0.698099971,0.0199,0.209000006,0.036499999,0.068300001,0.015
ENSG00000153933;P52429,Endoplasmic reticulum|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.397899985,0.326599985,0.046500001,0.404399991,0.184599996,0.0081,0.700999975,0.579299986,0.559099972,0.045299999
ENSG00000153936;Q7LGA3,Golgi apparatus,Signal peptide|Transmembrane domain,0.166600004,0.1241,0.239800006,0.444200009,0.041299999,0.0094,0.436500013,0.155200005,0.884899974,0.0048
ENSG00000153976;Q9Y663,Golgi apparatus,Signal peptide|Transmembrane domain,0.196199998,0.129800007,0.431300014,0.180600002,0.115099996,0.003,0.446399987,0.186199993,0.908900023,0.030400001
ENSG00000154025;A0PJK1,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.079800002,0.059300002,0.0175,0.889900029,0.093800001,0.0102,0.281800002,0.605099976,0.215800002,0.0072
ENSG00000154027;Q9Y6K8,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.772800028,0.363599986,0.115999997,0.100299999,0.337199986,0.0189,0.122299999,0.095899999,0.239999995,0.0065
ENSG00000154080;Q7L1S5,Golgi apparatus,Signal peptide|Transmembrane domain,0.160899997,0.185499996,0.470400006,0.237900004,0.0832,0.0027,0.502099991,0.170599997,0.871399999,0.0252
ENSG00000154227;Q8IU89,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.100400001,0.133200005,0.0092,0.427300006,0.099100001,0.0026,0.826900005,0.081799999,0.172900006,0.023
ENSG00000154252;Q9H3Q3,Golgi apparatus,Signal peptide|Transmembrane domain,0.215499997,0.170300007,0.370000005,0.2324,0.090300001,0.0027,0.584999979,0.137999997,0.779999971,0.0133
ENSG00000154269;O14638,Cell membrane,Signal peptide|Transmembrane domain,0.151299998,0.125100002,0.59829998,0.703499973,0.043499999,0.002,0.331999987,0.4375,0.587599993,0.0139
ENSG00000154305;Q5JRA6,Golgi apparatus,Signal peptide|Transmembrane domain,0.28670001,0.180299997,0.512399971,0.326700002,0.125599995,0.0017,0.520900011,0.406800002,0.542500019,0.0088
ENSG00000154330;Q15124,Cytoplasm,Nuclear localization signal,0.838199973,0.510999978,0.076300003,0.1118,0.116700001,0.020099999,0.282099992,0.030099999,0.134499997,0.0086
ENSG00000154370;Q96F44,Cytoplasm,Nuclear localization signal,0.742900014,0.510800004,0.218400002,0.101499997,0.302599996,1.00E-04,0.124700002,0.305000007,0.278800011,0.027100001
ENSG00000154447;Q7Z6J0,Cytoplasm,Nuclear export signal,0.671000004,0.377799988,0.0206,0.349000007,0.067299999,0.004,0.166299999,0.304100007,0.349299997,0.0052
ENSG00000154518;P48201,Mitochondrion,Mitochondrial transit peptide,0.104099996,0.0491,0.0266,0.107699998,0.961199999,0.206799999,0.0506,0.033100002,0.043400001,0.022299999
ENSG00000154678;Q14123,Cytoplasm,Nuclear export signal,0.669399977,0.29339999,0.097800002,0.41170001,0.209199995,0.0118,0.244900003,0.303799987,0.407799989,0.046599999
ENSG00000154723;P18859,Mitochondrion,Mitochondrial transit peptide,0.170900002,0.090499997,0.0187,0.131699994,0.976800025,0.0176,0.021500001,0.037500001,0.034600001,0.0118
ENSG00000154822;Q9UPR0,Cytoplasm|Cell membrane,Nuclear localization signal,0.733699977,0.382600009,0.036600001,0.654600024,0.132100001,0.0025,0.295300007,0.233899996,0.274899989,0.0039
ENSG00000154914;Q70EL4,Cytoplasm,Nuclear localization signal,0.691699982,0.439799994,0.101599999,0.467599988,0.218700007,0.0027,0.369500011,0.235100001,0.179000005,0.054099999
ENSG00000154930;Q9NUB1,Mitochondrion,Mitochondrial transit peptide,0.125100002,0.145199999,0.066100001,0.176899999,0.896200001,0.0056,0.088799998,0.160699993,0.202900007,0.0986
ENSG00000155016;Q7Z449,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.142800003,0.1417,0.149499997,0.205899999,0.31189999,0.0022,0.897700012,0.113399997,0.291099995,0.045299999
ENSG00000155085;Q5TCS8,Cytoplasm,,0.666599989,0.340000004,0.475899994,0.224099994,0.185499996,0.021400001,0.138300002,0.117600001,0.2042,0.01
ENSG00000155097;P21283,Cytoplasm|Lysosome/Vacuole,,0.655499995,0.202299997,0.154799998,0.044500001,0.123499997,0.0018,0.142800003,0.622600019,0.452600002,0.0045
ENSG00000155099;Q8N4L2,Lysosome/Vacuole|Golgi apparatus,Transmembrane domain,0.146599993,0.314099997,0.020099999,0.470800012,0.118699998,0.0175,0.607800007,0.768999994,0.704599977,0.0023
ENSG00000155189;Q9NUQ2,Endoplasmic reticulum,Transmembrane domain,0.122400001,0.182799995,0.043499999,0.134299994,0.36500001,0.076800004,0.822799981,0.113700002,0.413599998,0.0188
ENSG00000155252;Q9BTU6,Cytoplasm|Cell membrane|Lysosome/Vacuole,,0.485900015,0.355800003,0.130799994,0.570599973,0.413700014,0.023600001,0.557699978,0.593299985,0.601499975,0.044100001
ENSG00000155287;Q96A46,Mitochondrion,Mitochondrial transit peptide,0.150099993,0.187299997,0.0217,0.197799996,0.833599985,0.0029,0.142800003,0.149900004,0.112400003,0.183200002
ENSG00000155313;Q9UHP3,Cytoplasm|Nucleus,Nuclear export signal,0.716099977,0.725499988,0.0504,0.319000006,0.042300001,0.0002,0.218400002,0.175300002,0.189700007,0.008
ENSG00000155368;P07108,Cytoplasm|Golgi apparatus,,0.698499978,0.181099996,0.334800005,0.0616,0.233999997,0.0055,0.194000006,0.0854,0.836399972,0.073799998
ENSG00000155380;P53985,Cell membrane,Transmembrane domain,0.167699993,0.0583,0.084100001,0.777899981,0.1752,0.0069,0.45629999,0.190699995,0.39289999,0.0083
ENSG00000155465;Q9UM01,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.1567,0.097000003,0.01,0.752699971,0.07,0.0056,0.388799995,0.578599989,0.577499986,0.0136
ENSG00000155561;Q92621,Cytoplasm,Nuclear export signal,0.464599997,0.461800009,0.043000001,0.297899991,0.161699995,0.0149,0.333200008,0.244499996,0.351300001,0.076399997
ENSG00000155660;P13667,Endoplasmic reticulum,Signal peptide,0.210099995,0.245199993,0.222900003,0.209800005,0.089199997,0.0033,0.957599998,0.343499988,0.323199987,0.102499999
ENSG00000155827;Q5VTR2,Nucleus,Nuclear localization signal,0.397899985,0.816600025,0.048599999,0.127599999,0.0363,0.0005,0.072899997,0.086900003,0.198799998,0.0002
ENSG00000155850;P50443,Cell membrane,Transmembrane domain,0.140599996,0.134499997,0.034200002,0.862500012,0.113799997,0.0074,0.26030001,0.445499986,0.374199986,0.025800001
ENSG00000155886;Q9UI40,Cell membrane,Signal peptide|Transmembrane domain,0.1972,0.094800003,0.115199998,0.745700002,0.219899997,0.0035,0.451299995,0.474999994,0.433400005,0.032000002
ENSG00000155893;Q8TE99,Golgi apparatus,Signal peptide,0.187600002,0.129500002,0.441100001,0.160999998,0.207000002,0.0177,0.600399971,0.33829999,0.716799974,0.072999999
ENSG00000155897;P40145,Cell membrane,Signal peptide|Transmembrane domain,0.25029999,0.145199999,0.040399998,0.644200027,0.069600001,0.0031,0.196700007,0.365999997,0.421499997,0.0272
ENSG00000156006;P11245,Cytoplasm|Nucleus,Nuclear localization signal,0.720200002,0.679400027,0.0603,0.136000007,0.130099997,0.0083,0.266299993,0.063500002,0.219799995,0.045600001
ENSG00000156096;P06133,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.156599998,0.0682,0.059900001,0.304399997,0.0748,0.0104,0.890100002,0.219999999,0.397300005,0.098700002
ENSG00000156110;P55263,Nucleus,Nuclear localization signal,0.31310001,0.76789999,0.071400002,0.0427,0.176300004,0.0041,0.076800004,0.034699999,0.0307,0.0019
ENSG00000156136;P27707,Cytoplasm|Nucleus,Nuclear localization signal,0.585699975,0.710799992,0.074600004,0.0469,0.180600002,0.0024,0.1972,0.0572,0.101099998,0.0067
ENSG00000156219;Q13508,Cell membrane,,0.2007,0.1008,0.598200023,0.588999987,0.032699998,0.0134,0.382600009,0.285600007,0.293900013,0.005
ENSG00000156222;O00337,Cell membrane,Signal peptide|Transmembrane domain,0.134100005,0.196500003,0.026799999,0.632700026,0.076200001,0.0045,0.525200009,0.385699987,0.411199987,0.033399999
ENSG00000156239;Q9Y5N5,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.646200001,0.50819999,0.0274,0.179299995,0.233700007,0.0051,0.220599994,0.172099993,0.191799998,0.055199999
ENSG00000156256;Q9Y5T5,Cytoplasm|Nucleus,Nuclear localization signal,0.720700026,0.714100003,0.029300001,0.092900001,0.1215,0.0008,0.269600004,0.087499999,0.218999997,0.0014
ENSG00000156269;Q9BSU3,Cytoplasm,Nuclear localization signal,0.62440002,0.447299987,0.066799998,0.147599995,0.434599996,0.0074,0.232099995,0.203899994,0.405800015,0.104800001
ENSG00000156411;P56378,Mitochondrion,Mitochondrial transit peptide,0.112599999,0.131899998,0.087800004,0.089500003,0.931299984,0.121799998,0.407799989,0.114399999,0.1017,0.044199999
ENSG00000156413;P51993,Golgi apparatus,Signal peptide|Transmembrane domain,0.222200006,0.136199996,0.528400004,0.335299999,0.067299999,0.0026,0.393000007,0.175899997,0.805199981,0.005
ENSG00000156463;Q8TEC5,Cytoplasm,Nuclear export signal,0.71450001,0.383399993,0.0381,0.154799998,0.0836,0.0019,0.190899998,0.217700005,0.358500004,0.007
ENSG00000156467;P14927,Mitochondrion,Mitochondrial transit peptide,0.184400007,0.154799998,0.022700001,0.098999999,0.980300009,0.040600002,0.063900001,0.022399999,0.045299999,0.0088
ENSG00000156471;P48651,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.087099999,0.155699998,0.0186,0.278899997,0.062399998,0.0082,0.766099989,0.44569999,0.65140003,0.0309
ENSG00000156508;P68104,Cytoplasm,Nuclear localization signal,0.748000026,0.467799991,0.052999999,0.298400015,0.198699996,0.0084,0.335500002,0.035799999,0.244800001,0.063900001
ENSG00000156510;Q2TB90,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.685100019,0.467700005,0.0594,0.201100007,0.569299996,0.0071,0.0603,0.0713,0.075800002,0.035100002
ENSG00000156515;P19367,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.633000016,0.484400004,0.0396,0.215000004,0.561399996,0.007,0.065700002,0.060699999,0.095799997,0.038199998
ENSG00000156587;O14933,Cytoplasm,Nuclear export signal,0.823300004,0.478799999,0.0063,0.123099998,0.155300006,0.070500001,0.136800006,0.090700001,0.200399995,0.0092
ENSG00000156599;Q9C0B5,Cell membrane|Golgi apparatus,Transmembrane domain,0.203600004,0.1752,0.0242,0.583400011,0.266299993,0.0026,0.4736,0.246900007,0.733500004,0.0021
ENSG00000156650;Q8WYB5,Nucleus,Nuclear localization signal,0.311500013,0.882300019,0.0119,0.051399998,0.0682,0.0209,0.0295,0.0155,0.039700001,0.0005
ENSG00000156689;Q8WU03,Cytoplasm,,0.637300014,0.420700014,0.028200001,0.120700002,0.512499988,0.0068,0.338200003,0.465499997,0.261700004,0.018100001
ENSG00000156795;Q96HA8,Cytoplasm|Nucleus,Nuclear localization signal,0.762199998,0.77700001,0.079000004,0.233199999,0.069499999,0.0264,0.226600006,0.103399999,0.236100003,0.0015
ENSG00000156873;P15735,Cytoplasm,Nuclear localization signal,0.574500024,0.404399991,0.043099999,0.266600013,0.169499993,0.0065,0.350899994,0.066799998,0.270599991,0.0102
ENSG00000156885;Q02221,Mitochondrion,Mitochondrial transit peptide,0.106600001,0.064400002,0.018300001,0.091399997,0.958299994,0.0295,0.237599999,0.088500001,0.086800002,0.104500003
ENSG00000156958;Q01415,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.707400024,0.425399989,0.079400003,0.287600011,0.374300003,0.0017,0.159799993,0.159899995,0.177900001,0.0713
ENSG00000156966;Q8NFL0,Golgi apparatus,Signal peptide|Transmembrane domain,0.120200001,0.123800002,0.609000027,0.172700003,0.108199999,0.001,0.403499991,0.141100004,0.849900007,0.0129
ENSG00000156973;O43924,Cytoplasm,Nuclear export signal,0.589900017,0.49849999,0.044799998,0.376199991,0.285100013,0.230499998,0.074600004,0.183200002,0.062799998,0.0072
ENSG00000156983;P55201,Nucleus,Nuclear localization signal,0.333000004,0.909600019,0.060800001,0.055199999,0.086199999,0.0046,0.048300002,0.0209,0.056299999,0.0006
ENSG00000157020;P55735,Cytoplasm|Nucleus,Nuclear localization signal,0.492399991,0.786800027,0.0174,0.145500004,0.049199998,0.070200004,0.587800026,0.531499982,0.310699999,0.163299993
ENSG00000157045;Q96AB6,Cytoplasm|Nucleus,,0.709500015,0.550899982,0.031800002,0.220300004,0.32280001,0.0155,0.196500003,0.146200001,0.095799997,0.060800001
ENSG00000157064;Q9BZQ4,Cytoplasm,Nuclear export signal,0.699299991,0.440299988,0.024800001,0.189600006,0.370200008,0.0306,0.074299999,0.180299997,0.539900005,0.0151
ENSG00000157087;Q01814,Cell membrane,Transmembrane domain,0.135499999,0.098800004,0.0146,0.860800028,0.0557,0.0011,0.453599989,0.417199999,0.466800004,0.0095
ENSG00000157103;P30531,Cell membrane,Transmembrane domain,0.121299997,0.0526,0.021299999,0.823300004,0.088799998,0.0086,0.163200006,0.364100009,0.219799995,0.0063
ENSG00000157184;P23786,Mitochondrion,Mitochondrial transit peptide,0.26789999,0.196500003,0.0546,0.1052,0.862399995,0.0062,0.134499997,0.112199999,0.140100002,0.087899998
ENSG00000157326;Q9BTZ2,Mitochondrion|Peroxisome,Peroxisomal targeting signal,0.1514,0.188999996,0.0449,0.111699998,0.733799994,0.035999998,0.054099999,0.057599999,0.031199999,0.765600026
ENSG00000157349;Q9UMR2,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.545400023,0.440800011,0.030300001,0.025900001,0.132599995,0.0028,0.163900003,0.038800001,0.2245,0.0149
ENSG00000157350;Q16842,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.233199999,0.203500003,0.37349999,0.104900002,0.242300004,0.0022,0.630800009,0.279500008,0.898800015,0.008
ENSG00000157353;Q8N0W3,Cytoplasm,Nuclear export signal,0.6875,0.409200013,0.045299999,0.277500004,0.269499987,0.0025,0.205400005,0.151800007,0.216900006,0.0107
ENSG00000157399;P51690,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.155100003,0.149800003,0.055300001,0.349799991,0.0735,0.0086,0.852100015,0.292100012,0.209399998,0.017100001
ENSG00000157426;Q4L235,Nucleus,Nuclear localization signal,0.25060001,0.565999985,0.093099996,0.073799998,0.156299993,0.0025,0.133100003,0.036899999,0.051600002,0.0139
ENSG00000157593;Q8TB61,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.094899997,0.149499997,0.0115,0.185800001,0.175400004,0.0132,0.729200006,0.434899986,0.831499994,0.053399999
ENSG00000157680;O75912,Cytoplasm,Nuclear export signal,0.703999996,0.519999981,0.033300001,0.352600008,0.174500003,0.0011,0.317799985,0.188700005,0.222499996,0.036400001
ENSG00000157765;O95436,Cell membrane,Transmembrane domain,0.226899996,0.117700003,0.052000001,0.835099995,0.107199997,0.0017,0.433600008,0.544799984,0.2958,0.038699999
ENSG00000157881;Q9NVE7,Cytoplasm|Nucleus,Nuclear export signal,0.787299991,0.59829998,0.0295,0.035,0.320899993,0.0075,0.127100006,0.161599994,0.287299991,0.0113
ENSG00000158006;Q99487,Cytoplasm,,0.657800019,0.192100003,0.199599996,0.427300006,0.349900007,0.034499999,0.523599982,0.241400003,0.25150001,0.144400001
ENSG00000158008;Q92935,Golgi apparatus,Signal peptide|Transmembrane domain,0.196799994,0.147,0.542100012,0.301999986,0.068700001,0.0018,0.558700025,0.231000006,0.827899992,0.022500001
ENSG00000158019;Q9NXR7,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.657899976,0.70660001,0.041000001,0.305799991,0.1743,0.0096,0.058699999,0.318699986,0.101199999,0.006
ENSG00000158022;Q969Q1,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.681599975,0.505299985,0.032600001,0.066299997,0.109899998,0.0011,0.161699995,0.423799992,0.3213,0.0025
ENSG00000158079;A2A3K4,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.782800019,0.391400009,0.050700001,0.316300005,0.145699993,0.0018,0.228100002,0.230499998,0.289400011,0.0105
ENSG00000158089;Q96FL9,Golgi apparatus,Signal peptide|Transmembrane domain,0.164399996,0.106600001,0.214599997,0.270900011,0.070299998,0.0092,0.418500006,0.174899995,0.919399977,0.0199
ENSG00000158104;P32754,Cytoplasm,Peroxisomal targeting signal,0.87470001,0.308099985,0.0063,0.180999994,0.465299994,0.041700002,0.508599997,0.223499998,0.51849997,0.193900004
ENSG00000158125;P47989,Cytoplasm,,0.719500005,0.206599995,0.102600001,0.124799997,0.177100003,0.0228,0.133000001,0.120099999,0.0264,0.466100007
ENSG00000158296;Q8WWT9,Cell membrane,Transmembrane domain,0.115599997,0.1017,0.136600003,0.822899997,0.140599996,0.0026,0.383399993,0.298299998,0.2016,0.0081
ENSG00000158467;Q96HN2,Cytoplasm,Nuclear localization signal,0.667900026,0.333299994,0.067500003,0.2412,0.290600002,0.0103,0.473399997,0.099600002,0.234500006,0.0054
ENSG00000158470;O43286,Golgi apparatus,Signal peptide|Transmembrane domain,0.114699997,0.091399997,0.345099986,0.185000002,0.124499999,0.0111,0.299299985,0.188099995,0.92839998,0.0121
ENSG00000158516;P48052,Extracellular|Lysosome/Vacuole,Signal peptide,0.140900001,0.032400001,0.908100009,0.211500004,0.031199999,0.040800001,0.471300006,0.579900026,0.307500005,0.0128
ENSG00000158525;Q8WXQ8,Extracellular,Signal peptide,0.210700005,0.057399999,0.821500003,0.285400003,0.038899999,0.033,0.372399986,0.549000025,0.272500008,0.024499999
ENSG00000158571;P16118,Cytoplasm,Nuclear export signal,0.770900011,0.496800005,0.025900001,0.211199999,0.272500008,0.0013,0.137199998,0.266900003,0.120399997,0.0196
ENSG00000158578;P22557,Mitochondrion,Mitochondrial transit peptide,0.262899995,0.217600003,0.043200001,0.090300001,0.908900023,0.0394,0.090400003,0.046799999,0.089500003,0.091200002
ENSG00000158623;Q9UBF2,Cytoplasm|Golgi apparatus,Nuclear export signal,0.605099976,0.349599987,0.036499999,0.251199991,0.0854,0.0059,0.260899991,0.39199999,0.725300014,0.0174
ENSG00000158669;Q86UL3,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.101000004,0.156299993,0.0092,0.3301,0.046100002,0.0196,0.89139998,0.236699998,0.386000007,0.0081
ENSG00000158786;Q9BZM2,Extracellular,Signal peptide,0.123400003,0.0898,0.903800011,0.229800001,0.064400002,0.007,0.152500004,0.309700012,0.221300006,0.0058
ENSG00000158825;P32320,Cytoplasm,,0.742299974,0.523999989,0.0425,0.155200005,0.435200006,0.0131,0.270200014,0.030300001,0.013,0.075400002
ENSG00000158850;O60512,Golgi apparatus,Signal peptide|Transmembrane domain,0.107299998,0.128600001,0.397399992,0.247099996,0.142299995,0.0043,0.272500008,0.231999993,0.909600019,0.0138
ENSG00000158864;O75306,Mitochondrion,Mitochondrial transit peptide,0.179000005,0.116700001,0.093599997,0.180899993,0.953400016,0.0125,0.093599997,0.149399996,0.179399997,0.112499997
ENSG00000158865;Q8WWX8,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.133000001,0.110399999,0.0111,0.831200004,0.146300003,0.0041,0.365700006,0.566200018,0.275299996,0.0147
ENSG00000158874;P02652,Extracellular,Signal peptide,0.0854,0.047699999,0.908599973,0.063199997,0.021500001,0.008,0.137199998,0.189999998,0.086599998,0.0023
ENSG00000159063;Q9BVK2,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.079599999,0.203700006,0.0056,0.300799996,0.093699999,0.0117,0.957099974,0.096699998,0.371800005,0.0173
ENSG00000159082;O43426,Cytoplasm,Nuclear export signal,0.745999992,0.296999991,0.070299998,0.409700006,0.107600003,0.0028,0.179700002,0.315200001,0.415800005,0.024
ENSG00000159131;P22102,Cytoplasm,,0.689199984,0.470400006,0.073899999,0.107699998,0.488200009,0.0148,0.103600003,0.064400002,0.104900002,0.0449
ENSG00000159199;P05496,Mitochondrion,Mitochondrial transit peptide,0.116300002,0.052999999,0.028200001,0.115199998,0.949800014,0.198599994,0.075800002,0.041099999,0.054000001,0.050799999
ENSG00000159202;Q9H832,Cytoplasm|Nucleus,Nuclear export signal,0.638700008,0.711700022,0.0081,0.119400002,0.170499995,0.0051,0.274599999,0.475600004,0.325199991,0.032299999
ENSG00000159228;P16152,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.737100005,0.404100001,0.072700001,0.238700002,0.433999985,0.0114,0.263200015,0.206799999,0.138400003,0.046799999
ENSG00000159231;O75828,Cytoplasm,Nuclear export signal,0.809300005,0.368900001,0.082500003,0.225500003,0.367799997,0.026699999,0.341800004,0.211199999,0.1329,0.036899999
ENSG00000159267;P50747,Cytoplasm,Nuclear export signal,0.666999996,0.255600005,0.121699996,0.179299995,0.146599993,0.0022,0.325500011,0.416999996,0.3829,0.016799999
ENSG00000159322;Q9BRR6,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.242699996,0.1831,0.248199999,0.253800005,0.270000011,0.037300002,0.728399992,0.527899981,0.694100022,0.054900002
ENSG00000159337;Q86XP0,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.720099986,0.3495,0.076300003,0.460799992,0.412099987,0.0017,0.182699993,0.46419999,0.244599998,0.059900001
ENSG00000159339;Q9UM07,Cytoplasm,Nuclear export signal,0.810699999,0.488099992,0.071599998,0.1197,0.113700002,0.0022,0.064000003,0.152799994,0.1228,0.0037
ENSG00000159348;Q9UHQ9,Mitochondrion,Mitochondrial transit peptide,0.177499995,0.171700001,0.089199997,0.200399995,0.631900012,0.031099999,0.485100001,0.174400002,0.227300003,0.1285
ENSG00000159398;Q6NT32,Cell membrane,,0.230399996,0.089500003,0.441700011,0.572099984,0.070900001,0.049699999,0.494599998,0.390300006,0.314799994,0.0363
ENSG00000159399;P52789,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.698400021,0.489800006,0.065800004,0.185699999,0.58039999,0.0043,0.066699997,0.078699999,0.091499999,0.040600002
ENSG00000159423;P30038,Mitochondrion,Mitochondrial transit peptide,0.185800001,0.105899997,0.0748,0.151600003,0.903299987,0.0056,0.0605,0.117799997,0.0942,0.061500002
ENSG00000159433;Q9P2P6,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.685699999,0.459100008,0.0123,0.149000004,0.177599996,0.007,0.232700005,0.317999989,0.343100011,0.0072
ENSG00000159459;Q8IWV7,Cytoplasm|Nucleus,Nuclear export signal,0.58829999,0.598999977,0.0713,0.159899995,0.085000001,0.0017,0.223800004,0.425199986,0.180899993,0.014
ENSG00000159461;Q9UKV5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.247799993,0.229599997,0.030400001,0.138799995,0.187999994,0.0048,0.736800015,0.279799998,0.556400001,0.121399999
ENSG00000159495;Q96PF1,Cytoplasm,,0.692399979,0.350400001,0.472499996,0.252799988,0.486999989,0.0057,0.172600001,0.232899994,0.259600013,0.0129
ENSG00000159527;Q96LB9,Extracellular,Signal peptide,0.235400006,0.068499997,0.810800016,0.217500001,0.128600001,0.0039,0.269300014,0.41080001,0.208499998,0.0133
ENSG00000159593;Q13564,Cytoplasm,Nuclear export signal,0.597500026,0.432799995,0.0063,0.346799999,0.133000001,0.0018,0.073799998,0.194199994,0.052299999,0.0341
ENSG00000159640;P12821,Cell membrane,Signal peptide|Transmembrane domain,0.210700005,0.129199997,0.284299999,0.558700025,0.180399999,0.0038,0.512300014,0.424199998,0.549099982,0.179399997
ENSG00000159650;Q96N76,Cytoplasm|Nucleus,,0.788399994,0.54519999,0.0283,0.093099996,0.306400001,0.0253,0.043099999,0.176899999,0.082800001,0.294200003
ENSG00000159692;Q13363,Cytoplasm|Cell membrane,Peroxisomal targeting signal,0.54430002,0.470299989,0.0308,0.5255,0.055799998,0.0011,0.359100014,0.085100003,0.204999998,0.408100009
ENSG00000159714;Q8WTX9,Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.283300012,0.209299996,0.050799999,0.395999998,0.150099993,0.0014,0.515299976,0.566399992,0.684400022,0.022299999
ENSG00000159720;P61421,Cytoplasm,,0.588,0.203099996,0.057999998,0.173099995,0.0561,0.0122,0.040800001,0.467400014,0.0933,0.055300001
ENSG00000159899;P20594,Cell membrane,Signal peptide|Transmembrane domain,0.179000005,0.095200002,0.029100001,0.804700017,0.088500001,0.0038,0.364399999,0.535899997,0.262300014,0.0319
ENSG00000159921;Q9Y223,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.672200024,0.638899982,0.056699999,0.063699998,0.389299989,0.0867,0.132300004,0.135000005,0.156800002,0.0072
ENSG00000160014;P0DP25,Cytoplasm|Nucleus,Nuclear localization signal,0.556400001,0.617500007,0.229499996,0.47389999,0.093099996,0.036899999,0.109800003,0.148399994,0.194999993,0.0058
ENSG00000160087;Q8N2K1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.124499999,0.315499991,0.032400001,0.197500005,0.236900002,0.034299999,0.923200011,0.398699999,0.373899996,0.155900002
ENSG00000160179;P45844,Cell membrane,Transmembrane domain,0.191300005,0.148800001,0.056699999,0.854300022,0.164900005,0.0073,0.397300005,0.524999976,0.345600009,0.036600001
ENSG00000160190;P57057,Cell membrane|Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.126699999,0.095899999,0.049699999,0.59920001,0.123000003,0.0056,0.688199997,0.541100025,0.434799999,0.067699999
ENSG00000160191;O76083,Cytoplasm|Cell membrane,Nuclear export signal,0.762799978,0.282000005,0.0283,0.60650003,0.152999997,0.0029,0.436399996,0.288500011,0.486099988,0.0055
ENSG00000160194;P56181,Mitochondrion,Mitochondrial transit peptide,0.163599998,0.141100004,0.0309,0.149000004,0.960200012,0.007,0.062799998,0.029999999,0.061099999,0.0153
ENSG00000160200;P35520,Cytoplasm,,0.691600025,0.384000003,0.155100003,0.463699996,0.35800001,0.0058,0.174899995,0.394499987,0.207599998,0.008
