# Date: 2018-08-21
# Curated Ensembl Gene IDs based extensive pseudogene check
# Some outdated IDs were also remvoed or replaced
ORIGINAL_ENSEMBL	ORIGINAL_ENTREZ	ORIGINAL_NAME	UPDATED_ENSEMBL_IDS	FINAL_ENSEMBL_IDS	NOTES
ENSG00000142494	55244	SLC47A1	ENSG00000142494	ENSG00000142494	
ENSG00000142513	93650	ACPT	ENSG00000142513	ENSG00000142513	
ENSG00000142583	6518	SLC2A5	ENSG00000142583	ENSG00000142583	
ENSG00000142619	51702	PADI3	ENSG00000142619	ENSG00000142619	
ENSG00000142623	29943	PADI1	ENSG00000142623	ENSG00000142623	
ENSG00000142627	1969	EPHA2	ENSG00000142627	ENSG00000142627	
ENSG00000142657	5226	PGD	ENSG00000142657	ENSG00000142657	
ENSG00000142731	10733	PLK4	ENSG00000142731	ENSG00000142731	
ENSG00000142733	9064	MAP3K6	ENSG00000142733	ENSG00000142733	
ENSG00000142798	3339	HSPG2	ENSG00000142798	ENSG00000142798	
ENSG00000142875	5567	PRKACB	ENSG00000142875	ENSG00000142875	
ENSG00000142892	10026	PIGK	ENSG00000142892	ENSG00000142892	
ENSG00000142920	113451	ADC	ENSG00000142920	ENSG00000142920	
ENSG00000142949	5792	PTPRF	ENSG00000142949	ENSG00000142949	
ENSG00000142973	1580	CYP4B1	ENSG00000142973	ENSG00000142973	
ENSG00000143036	126969	SLC44A3	ENSG00000143036	ENSG00000143036	
ENSG00000143149	223	ALDH9A1	ENSG00000143149	ENSG00000143149	
ENSG00000143153	481	ATP1B1	ENSG00000143153	ENSG00000143153	
ENSG00000143156	29922	NME7	ENSG00000143156	ENSG00000143156	
ENSG00000143158	25874	MPC2	ENSG00000143158	ENSG00000143158	
ENSG00000143179	7371	UCK2	ENSG00000143179	ENSG00000143179	
ENSG00000143198	4259	MGST3	ENSG00000143198	ENSG00000143198	
ENSG00000143199	55811	ADCY10	ENSG00000143199	ENSG00000143199	
ENSG00000143207	64326	RFWD2	ENSG00000143207	ENSG00000143207	
ENSG00000143224	5498	PPOX	ENSG00000143224	ENSG00000143224	
ENSG00000143252	6391	SDHC	ENSG00000143252	ENSG00000143252	
ENSG00000143258	27005	USP21	ENSG00000143258	ENSG00000143258	
ENSG00000143278	2165	F13B	ENSG00000143278	ENSG00000143278	
ENSG00000143315	93183	PIGM	ENSG00000143315	ENSG00000143315	
ENSG00000143322	27	ABL2	ENSG00000143322	ENSG00000143322	
ENSG00000143344	23179	RGL1	ENSG00000143344	ENSG00000143344	
ENSG00000143363	58497	PRUNE	ENSG00000143363	ENSG00000143363	
ENSG00000143374	80222	TARS2	ENSG00000143374	ENSG00000143374	
ENSG00000143379	9869	SETDB1	ENSG00000143379	ENSG00000143379	
ENSG00000143387	1513	CTSK	ENSG00000143387	ENSG00000143387	
ENSG00000143393	5298	PI4KB	ENSG00000143393	ENSG00000143393	
ENSG00000143398	8394	PIP5K1A	ENSG00000143398	ENSG00000143398	
ENSG00000143418	29956	CERS2	ENSG00000143418	ENSG00000143418	
ENSG00000143466	9641	IKBKE	ENSG00000263528	ENSG00000263528	Updated Ensembl ID
ENSG00000143479	8444	DYRK3	ENSG00000143479	ENSG00000143479	
ENSG00000143499	56950	SMYD2	ENSG00000143499	ENSG00000143499	
ENSG00000143507	11221	DUSP10	ENSG00000143507	ENSG00000143507	
ENSG00000143515	57198	ATP8B2	ENSG00000143515	ENSG00000143515	
ENSG00000143552	91181	NUP210L	ENSG00000143552	ENSG00000143552	
ENSG00000143554	11000	SLC27A3	ENSG00000143554	ENSG00000143554	
ENSG00000143570	27173	SLC39A1	ENSG00000143570	ENSG00000143570	
ENSG00000143595	89872	AQP10	ENSG00000143595	ENSG00000143595	
ENSG00000143627	5313	PKLR	ENSG00000143627	ENSG00000143627	
ENSG00000143630	57657	HCN3	ENSG00000143630	ENSG00000143630	
ENSG00000143641	2590	GALNT2	ENSG00000143641	ENSG00000143641	
ENSG00000143653	51097	SCCPDH	ENSG00000143653	ENSG00000143653	
ENSG00000143674	84451	KIAA1804	ENSG00000143674	ENSG00000143674	
ENSG00000143727	52	ACP1	ENSG00000143727	ENSG00000143727	
ENSG00000143753	8560	DEGS1	ENSG00000143753	ENSG00000143753	
ENSG00000143772	3707	ITPKB	ENSG00000143772	ENSG00000143772	
ENSG00000143774	2987	GUK1	ENSG00000143774	ENSG00000143774	
ENSG00000143776	8476	CDC42BPA	ENSG00000143776	ENSG00000143776	
ENSG00000143797	129642	MBOAT2	ENSG00000143797	ENSG00000143797	
ENSG00000143799	142	PARP1	ENSG00000143799	ENSG00000143799	
ENSG00000143811	29920	PYCR2	ENSG00000143811	ENSG00000143811	
ENSG00000143815	3930	LBR	ENSG00000143815	ENSG00000143815	
ENSG00000143819	2052	EPHX1	ENSG00000143819	ENSG00000143819	
ENSG00000143845	55224	ETNK2	ENSG00000143845	ENSG00000143845	
ENSG00000143851	5778	PTPN7	ENSG00000143851	ENSG00000143851	
ENSG00000143870	10130	PDIA6	ENSG00000143870	ENSG00000143870	
ENSG00000143882	245973	ATP6V1C2	ENSG00000143882	ENSG00000143882	
ENSG00000143891	130589	GALM	ENSG00000143891	ENSG00000143891	
ENSG00000143921	64241	ABCG8	ENSG00000143921	ENSG00000143921	
ENSG00000144028	23020	SNRNP200	ENSG00000144028	ENSG00000144028	
ENSG00000144035	9027	NAT8	ENSG00000144035	ENSG00000144035	
ENSG00000144045	165545	DQX1	ENSG00000144045	ENSG00000144045	
ENSG00000144048	8446	DUSP11	ENSG00000144048	ENSG00000144048	
ENSG00000144057	84620	ST6GAL2	ENSG00000144057	ENSG00000144057	
ENSG00000144136	6574	SLC20A1	ENSG00000144136	ENSG00000144136	
ENSG00000144182	51601	LIPT1	ENSG00000144182	ENSG00000144182	
ENSG00000144231	5433	POLR2D	ENSG00000144231	ENSG00000144231	
ENSG00000144278	114805	GALNT13	ENSG00000144278	ENSG00000144278	
ENSG00000144290	57282	SLC4A10	ENSG00000144290	ENSG00000144290	
ENSG00000144357	130507	UBR3	ENSG00000144357	ENSG00000144357	
ENSG00000144362	493911	PHOSPHO2	ENSG00000144362	ENSG00000144362	
ENSG00000144401	151194	METTL21A	ENSG00000144401	ENSG00000144401	
ENSG00000144579	58190	CTDSP1	ENSG00000144579	ENSG00000144579	
ENSG00000144583	57574	MARCH4	ENSG00000144583	ENSG00000144583	
ENSG00000144591	29926	GMPPA	ENSG00000144591	ENSG00000144591	
ENSG00000144677	10217	CTDSPL	ENSG00000144677	ENSG00000144677	
ENSG00000144724	5793	PTPRG	ENSG00000144724	ENSG00000144724	
ENSG00000144741	115286	SLC25A26	ENSG00000144741	ENSG00000144741	
ENSG00000144744	9039	UBA3	ENSG00000144744	ENSG00000144744	
ENSG00000144843	141	ADPRH	ENSG00000144843	ENSG00000144843	
ENSG00000144908	10840	ALDH1L1	ENSG00000144908	ENSG00000144908	
ENSG00000145020	275	AMT	ENSG00000145020	ENSG00000145020	
ENSG00000145194	9718	ECE2	ENSG00000145194	ENSG00000145194	
ENSG00000145214	1609	DGKQ	ENSG00000145214	ENSG00000145214	
ENSG00000145217	10861	SLC26A1	ENSG00000145217	ENSG00000145217	
ENSG00000145242	2044	EPHA5	ENSG00000145242	ENSG00000145242	
ENSG00000145246	57205	ATP10D	ENSG00000145246	ENSG00000145246	
ENSG00000145283	345274	SLC10A6	ENSG00000145283	ENSG00000145283	
ENSG00000145284	79966	SCD5	ENSG00000145284	ENSG00000145284	
ENSG00000145293	58478	ENOPH1	ENSG00000145293	ENSG00000145293	
ENSG00000145321	2638	GC	ENSG00000145321	ENSG00000145321	
ENSG00000145331	93587	TRMT10A	ENSG00000145331	ENSG00000145331	
ENSG00000145337	100996939	PYURF	ENSG00000145337	ENSG00000145337	
ENSG00000145349	817	CAMK2D	ENSG00000145349	ENSG00000145349	
ENSG00000145384	2169	FABP2	ENSG00000145384	ENSG00000145384	
ENSG00000145388	57721	METTL14	ENSG00000145388	ENSG00000145388	
ENSG00000145391	80854	SETD7	ENSG00000145391	ENSG00000145391	
ENSG00000145416	55016	MARCH1	ENSG00000145416	ENSG00000145416	
ENSG00000145439	84869	CBR4	ENSG00000145439	ENSG00000145439	
ENSG00000145476	285440	CYP4V2	ENSG00000145476	ENSG00000145476	
ENSG00000145494	4726	NDUFS6	ENSG00000145494	ENSG00000145494	
ENSG00000145495	10299	MARCH6	ENSG00000145495	ENSG00000145495	
ENSG00000145545	6715	SRD5A1	ENSG00000145545	ENSG00000145545	
ENSG00000145626	133688	UGT3A1	ENSG00000145626	ENSG00000145626	
ENSG00000145632	10769	PLK2	ENSG00000145632	ENSG00000145632	
ENSG00000145675	5295	PIK3R1	ENSG00000145675	ENSG00000145675	
ENSG00000145692	635	BHMT	ENSG00000145692	ENSG00000145692	
ENSG00000145725	23262	PPIP5K2	ENSG00000145725	ENSG00000145725	
ENSG00000145730	5066	PAM	ENSG00000145730	ENSG00000145730	
ENSG00000145833	9879	DDX46	ENSG00000145833	ENSG00000145833	
ENSG00000145949	340156	MYLK4	ENSG00000145949	ENSG00000145949	
ENSG00000145982	10667	FARS2	ENSG00000145982	ENSG00000145982	
ENSG00000146039	10050	SLC17A4	ENSG00000146039	ENSG00000146039	
ENSG00000146066	192286	HIGD2A	ENSG00000146066	ENSG00000146066	
ENSG00000146070	7941	PLA2G7	ENSG00000146070	ENSG00000146070	
ENSG00000146072	27242	TNFRSF21	ENSG00000146072	ENSG00000146072	
ENSG00000146085	4594	MUT	ENSG00000146085	ENSG00000146085	
ENSG00000146151	54511	HMGCLL1	ENSG00000146151	ENSG00000146151	
ENSG00000146166	51557	LGSN	ENSG00000146166	ENSG00000146166	
ENSG00000146233	51302	CYP39A1	ENSG00000146233	ENSG00000146233	
ENSG00000146282	57038	RARS2	ENSG00000146282	ENSG00000146282	
ENSG00000146373	154214	RNF217	ENSG00000146373	ENSG00000146373	
ENSG00000146411	154091	SLC2A12	ENSG00000146411	ENSG00000146411	
ENSG00000146414	257218	SHPRH	ENSG00000146414	ENSG00000146414	
ENSG00000146426	26230	TIAM2	ENSG00000146426	ENSG00000146426	
ENSG00000146477	6581	SLC22A3	ENSG00000146477	ENSG00000146477	
ENSG00000146587	57786	RBAK	ENSG00000146587	ENSG00000146587	
ENSG00000146648	1956	EGFR	ENSG00000146648	ENSG00000146648	
ENSG00000146701	4191	MDH2	ENSG00000146701	ENSG00000146701	
ENSG00000146733	5723	PSPH	ENSG00000146733	ENSG00000146733	
ENSG00000146834	56257	MEPCE	ENSG00000146834	ENSG00000146834	
ENSG00000146872	11011	TLK2	ENSG00000146872	ENSG00000146872	
ENSG00000146904	2041	EPHA1	ENSG00000146904	ENSG00000146904	
ENSG00000147044	8573	CASK	ENSG00000147044	ENSG00000147044	
ENSG00000147100	6567	SLC16A2	ENSG00000147100	ENSG00000147100	
ENSG00000147119	56548	CHST7	ENSG00000147119	ENSG00000147119	
ENSG00000147123	54539	NDUFB11	ENSG00000147123	ENSG00000147123	
ENSG00000147133	6872	TAF1	ENSG00000147133	ENSG00000147133	
ENSG00000147155	10682	EBP	ENSG00000147155	ENSG00000147155	
ENSG00000147160	158835	AWAT2	ENSG00000147160	ENSG00000147160	
ENSG00000147162	8473	OGT	ENSG00000147162	ENSG00000147162	
ENSG00000147224	5631	PRPS1	ENSG00000147224	ENSG00000147224	
ENSG00000147383	50814	NSDHL	ENSG00000147383	ENSG00000147383	
ENSG00000147408	55790	CSGALNACT1	ENSG00000147408	ENSG00000147408	
ENSG00000147416	526	ATP6V1B2	ENSG00000147416	ENSG00000147416	
ENSG00000147454	51312	SLC25A37	ENSG00000147454	ENSG00000147454	
ENSG00000147465	6770	STAR	ENSG00000147465	ENSG00000147465	
ENSG00000147471	11212	PROSC	ENSG00000147471	ENSG00000147471	
ENSG00000147485	137902	PXDNL	ENSG00000147485	ENSG00000147485	
ENSG00000147535	84513	PPAPDC1B	ENSG00000147535	ENSG00000147535	
ENSG00000147548	54904	WHSC1L1	ENSG00000147548	ENSG00000147548	
ENSG00000147576	137872	ADHFE1	ENSG00000147576	ENSG00000147576	
ENSG00000147606	115111	SLC26A7	ENSG00000147606	ENSG00000147606	
ENSG00000147613	85481	PSKH2	ENSG00000147613	ENSG00000147613	
ENSG00000147614	245972	ATP6V0D2	ENSG00000147614	ENSG00000147614	
ENSG00000147647	1807	DPYS	ENSG00000147647	ENSG00000147647	
ENSG00000147669	5440	POLR2K	ENSG00000147669	ENSG00000147669	
ENSG00000147684	4715	NDUFB9	ENSG00000147684	ENSG00000147684	
ENSG00000147804	55630	SLC39A4	ENSG00000147804	ENSG00000147804	
ENSG00000147813	93100	NAPRT1	ENSG00000147813	ENSG00000147813	
ENSG00000147853	50808	AK3	ENSG00000147853	ENSG00000147853	
ENSG00000147854	115426	UHRF2	ENSG00000147854	ENSG00000147854	
ENSG00000147872	123	PLIN2	ENSG00000147872	ENSG00000147872	
ENSG00000148053	4915	NTRK2	ENSG00000148053	ENSG00000148053	
ENSG00000148090	549	AUH	ENSG00000148090	ENSG00000148090	
ENSG00000148154	7357	UGCG	ENSG00000148154	ENSG00000148154	
ENSG00000148218	210	ALAD	ENSG00000148218	ENSG00000148218	
ENSG00000148229	54107	POLE3	ENSG00000148229	ENSG00000148229	
ENSG00000148288	26301	GBGT1	ENSG00000148288	ENSG00000148288	
ENSG00000148334	80142	PTGES2	ENSG00000148334	ENSG00000148334	
ENSG00000148344	9536	PTGES	ENSG00000148344	ENSG00000148344	
ENSG00000148356	90678	LRSAM1	ENSG00000148356	ENSG00000148356	
ENSG00000148377	91734	IDI2	ENSG00000148377	ENSG00000148377	
ENSG00000148384	56623	INPP5E	ENSG00000148384	ENSG00000148384	
ENSG00000148459	23590	PDSS1	ENSG00000148459	ENSG00000148459	
ENSG00000148606	11128	POLR3A	ENSG00000148606	ENSG00000148606	
ENSG00000148634	26091	HERC4	ENSG00000148634	ENSG00000148634	
ENSG00000148660	818	CAMK2G	ENSG00000148660	ENSG00000148660	
ENSG00000148672	2746	GLUD1	ENSG00000148672	ENSG00000148672	
ENSG00000148677	27063	ANKRD1	ENSG00000148677	ENSG00000148677	
ENSG00000148795	1586	CYP17A1	ENSG00000148795	ENSG00000148795	
ENSG00000148832	196743	PAOX	ENSG00000148832	ENSG00000148832	
ENSG00000148834	9446	GSTO1	ENSG00000148834	ENSG00000148834	
ENSG00000148942	159963	SLC5A12	ENSG00000148942	ENSG00000148942	
ENSG00000149016	64852	TUT1	ENSG00000149016	ENSG00000149016	
ENSG00000149084	51144	HSD17B12	ENSG00000149084	ENSG00000149084	
ENSG00000149089	51074	APIP	ENSG00000149089	ENSG00000149089	
ENSG00000149091	8525	DGKZ	ENSG00000149091	ENSG00000149091	
ENSG00000149124	10249	GLYAT	ENSG00000149124	ENSG00000149124	
ENSG00000149150	8501	SLC43A1	ENSG00000149150	ENSG00000149150	
ENSG00000149177	5795	PTPRJ	ENSG00000149177	ENSG00000149177	
ENSG00000149269	5058	PAK1	ENSG00000149269	ENSG00000149269	
ENSG00000149311	472	ATM	ENSG00000149311	ENSG00000149311	
ENSG00000149313	60496	AASDHPPT	ENSG00000149313	ENSG00000149313	
ENSG00000149380	283208	P4HA3	ENSG00000149380	ENSG00000149380	
ENSG00000149452	9376	SLC22A8	ENSG00000149452	ENSG00000149452	
ENSG00000149476	26007	DAK	ENSG00000149476	ENSG00000149476	
ENSG00000149485	3992	FADS1	ENSG00000149485	ENSG00000149485	
ENSG00000149527	9651	PLCH2	ENSG00000149527	ENSG00000149527	
ENSG00000149541	26229	B3GAT3	ENSG00000149541	ENSG00000149541	
ENSG00000149554	1111	CHEK1	ENSG00000149554	ENSG00000149554	
ENSG00000149599	128853	DUSP15	ENSG00000149599	ENSG00000149599	
ENSG00000149742	114571	SLC22A9	ENSG00000149742	ENSG00000149742	
ENSG00000149782	5331	PLCB3	ENSG00000149782	ENSG00000149782	
ENSG00000149809	7108	TM7SF2	ENSG00000149809	ENSG00000149809	
ENSG00000149923	5531	PPP4C	ENSG00000149923	ENSG00000149923	
ENSG00000149925	226	ALDOA	ENSG00000149925	ENSG00000149925	
ENSG00000149930	9344	TAOK2	ENSG00000149930	ENSG00000149930	
ENSG00000150456	221143	N6AMT2	ENSG00000150456	ENSG00000150456	
ENSG00000150457	26524	LATS2	ENSG00000150457	ENSG00000150457	
ENSG00000150540	3176	HNMT	ENSG00000150540	ENSG00000150540	
ENSG00000150656	84735	CNDP1	ENSG00000150656	ENSG00000150656	
ENSG00000150712	54545	MTMR12	ENSG00000150712	ENSG00000150712	
ENSG00000150768	1737	DLAT	ENSG00000150768	ENSG00000150768	
ENSG00000150787	5805	PTS	ENSG00000150787	ENSG00000150787	
ENSG00000150867	5305	PIP4K2A	ENSG00000150867	ENSG00000150867	
ENSG00000150990	57647	DHX37	ENSG00000150990	ENSG00000150990	
ENSG00000151005	84076	TKTL2	ENSG00000151005	ENSG00000151005	
ENSG00000151012	23657	SLC7A11	ENSG00000151012	ENSG00000151012	
ENSG00000151092	55768	NGLY1	ENSG00000151092	ENSG00000151092	
ENSG00000151093	54995	OXSM	ENSG00000151093	ENSG00000151093	
ENSG00000151116	55293	UEVLD	ENSG00000151116	ENSG00000151116	
ENSG00000151148	89910	UBE3B	ENSG00000151148	ENSG00000151148	
ENSG00000151151	253430	IPMK	ENSG00000151151	ENSG00000151151	
ENSG00000151224	4143	MAT1A	ENSG00000151224	ENSG00000151224	
ENSG00000151229	114134	SLC2A13	ENSG00000151229	ENSG00000151229	
ENSG00000151292	1456	CSNK1G3	ENSG00000151292	ENSG00000151292	
ENSG00000151348	2132	EXT2	ENSG00000151348	ENSG00000151348	
ENSG00000151360	55821	ALLC	ENSG00000151360	ENSG00000151360	
ENSG00000151366	4718	NDUFC2	ENSG00000151366	ENSG00000151366	
ENSG00000151376	10873	ME3	ENSG00000151376	ENSG00000151376	
ENSG00000151414	140609	NEK7	ENSG00000151414	ENSG00000151414	
ENSG00000151418	127124	ATP6V1G3	ENSG00000151418	ENSG00000151418	
ENSG00000151422	2241	FER	ENSG00000151422	ENSG00000151422	
ENSG00000151490	5800	PTPRO	ENSG00000151490	ENSG00000151490	
ENSG00000151498	27034	ACAD8	ENSG00000151498	ENSG00000151498	
ENSG00000151552	5860	QDPR	ENSG00000151552	ENSG00000151552	
ENSG00000151576	79691	QTRTD1	ENSG00000151576	ENSG00000151576	
ENSG00000151611	166785	MMAA	ENSG00000151611	ENSG00000151611	
ENSG00000151632	1646	AKR1C2	ENSG00000151632	ENSG00000151632	
ENSG00000151665	5281	PIGF	ENSG00000151665	ENSG00000151665	
ENSG00000151689	3628	INPP1	ENSG00000151689	ENSG00000151689	
ENSG00000151692	9781	RNF144A	ENSG00000151692	ENSG00000151692	
ENSG00000151726	2180	ACSL1	ENSG00000151726	ENSG00000151726	
ENSG00000151729	291	SLC25A4	ENSG00000151729	ENSG00000151729	
ENSG00000151790	6999	TDO2	ENSG00000151790	ENSG00000151790	
ENSG00000151883	79668	PARP8	ENSG00000151883	ENSG00000151883	
ENSG00000152104	5784	PTPN14	ENSG00000152104	ENSG00000152104	
ENSG00000152127	4249	MGAT5	ENSG00000152127	ENSG00000152127	
ENSG00000152234	498	ATP5A1	ENSG00000152234	ENSG00000152234	
ENSG00000152254	57818	G6PC2	ENSG00000152254	ENSG00000152254	
ENSG00000152256	5163	PDK1	ENSG00000152256	ENSG00000152256	
ENSG00000152270	5140	PDE3B	ENSG00000152270	ENSG00000152270	
ENSG00000152332	127933	UHMK1	ENSG00000152332	ENSG00000152332	
ENSG00000152402	2977	GUCY1A2	ENSG00000152402	ENSG00000152402	
ENSG00000152455	79723	SUV39H2	ENSG00000152455	ENSG00000152455	
ENSG00000152463	55301	OLAH	ENSG00000152463	ENSG00000152463	
ENSG00000152465	9397	NMT2	ENSG00000152465	ENSG00000152465	
ENSG00000152484	219333	USP12	ENSG00000152484	ENSG00000152484	
ENSG00000152495	814	CAMK4	ENSG00000152495	ENSG00000152495	
ENSG00000152556	5213	PFKM	ENSG00000152556	ENSG00000152556	
ENSG00000152620	133686	NADKD1	ENSG00000152620	ENSG00000152620	
ENSG00000152642	23171	GPD1L	ENSG00000152642	ENSG00000152642	
ENSG00000152670	54514	DDX4	ENSG00000152670	ENSG00000152670	
ENSG00000152683	55676	SLC30A6	ENSG00000152683	ENSG00000152683	
ENSG00000152779	387700	SLC16A12	ENSG00000152779	ENSG00000152779	
ENSG00000152782	53354	PANK1	ENSG00000152782	ENSG00000152782	
ENSG00000152894	5796	PTPRK	ENSG00000152894	ENSG00000152894	
ENSG00000152904	9453	GGPS1	ENSG00000152904	ENSG00000152904	
ENSG00000152952	5352	PLOD2	ENSG00000152952	ENSG00000152952	
ENSG00000152953	55351	STK32B	ENSG00000152953	ENSG00000152953	
ENSG00000153015	10283	CWC27	ENSG00000153015	ENSG00000153015	
ENSG00000153086	130013	ACMSD	ENSG00000153086	ENSG00000153086	
ENSG00000153201	5903	RANBP2	ENSG00000153201	ENSG00000153201	
ENSG00000153208	10461	MERTK	ENSG00000153208	ENSG00000153208	
ENSG00000153233	5801	PTPRR	ENSG00000153233	ENSG00000153233	
ENSG00000153291	9481	SLC25A27	ENSG00000153291	ENSG00000153291	
ENSG00000153395	79888	LPCAT1	ENSG00000153395	ENSG00000153395	
ENSG00000153574	22934	RPIA	ENSG00000153574	ENSG00000153574	
ENSG00000153707	5789	PTPRD	ENSG00000153707	ENSG00000153707	
ENSG00000153786	55625	ZDHHC7	ENSG00000153786	ENSG00000153786	
ENSG00000153827	9320	TRIP12	ENSG00000153827	ENSG00000153827	
ENSG00000153904	23576	DDAH1	ENSG00000153904	ENSG00000153904	
ENSG00000153922	1105	CHD1	ENSG00000153922	ENSG00000153922	
ENSG00000153933	8526	DGKE	ENSG00000153933	ENSG00000153933	
ENSG00000153936	9653	HS2ST1	ENSG00000153936	ENSG00000153936	
ENSG00000153976	9955	HS3ST3A1	ENSG00000153976	ENSG00000153976	
ENSG00000154025	125206	SLC5A10	ENSG00000154025	ENSG00000154025	
ENSG00000154027	26289	AK5	ENSG00000154027	ENSG00000154027	
ENSG00000154080	83539	CHST9	ENSG00000154080	ENSG00000154080	
ENSG00000154227	204219	CERS3	ENSG00000154227	ENSG00000154227	
ENSG00000154229	5578	PRKCA	ENSG00000154229	ENSG00000154229	
ENSG00000154237	79705	LRRK1	ENSG00000154237	ENSG00000154237	
ENSG00000154252	64090	GAL3ST2	ENSG00000154252	ENSG00000154252	
ENSG00000154269	5169	ENPP3	ENSG00000154269	ENSG00000154269	
ENSG00000154305	375056	MIA3	ENSG00000154305	ENSG00000154305	
ENSG00000154310	23043	TNIK	ENSG00000154310	ENSG00000154310	
ENSG00000154330	5239	PGM5	ENSG00000154330	ENSG00000154330	
ENSG00000154370	81559	TRIM11	ENSG00000154370	ENSG00000154370	
ENSG00000154415	5506	PPP1R3A	ENSG00000154415	ENSG00000154415	
ENSG00000154447	57630	SH3RF1	ENSG00000154447	ENSG00000154447	
ENSG00000154518	518	ATP5G3	ENSG00000154518	ENSG00000154518	
ENSG00000154678	5137	PDE1C	ENSG00000154678	ENSG00000154678	
ENSG00000154723	522	ATP5J	ENSG00000154723	ENSG00000154723	
ENSG00000154822	23228	PLCL2	ENSG00000154822	ENSG00000154822	
ENSG00000154914	124739	USP43	ENSG00000154914	ENSG00000154914	
ENSG00000154928	2047	EPHB1	ENSG00000154928	ENSG00000154928	
ENSG00000154930	84532	ACSS1	ENSG00000154930	ENSG00000154930	
ENSG00000155016	113612	CYP2U1	ENSG00000155016	ENSG00000155016	
ENSG00000155085	221264	AKD1	ENSG00000155085	ENSG00000155085	
ENSG00000155093	5799	PTPRN2	ENSG00000155093	ENSG00000155093	
ENSG00000155097	528	ATP6V1C1	ENSG00000155097	ENSG00000155097	
ENSG00000155099	55529	TMEM55A	ENSG00000155099	ENSG00000155099	
ENSG00000155111	23097	CDK19	ENSG00000155111	ENSG00000155111	
ENSG00000155189	55326	AGPAT5	ENSG00000155189	ENSG00000155189	
ENSG00000155252	55361	PI4K2A	ENSG00000155252	ENSG00000155252	
ENSG00000155287	81894	SLC25A28	ENSG00000155287	ENSG00000155287	
ENSG00000155313	29761	USP25	ENSG00000155313	ENSG00000155313	
ENSG00000155368	1622	DBI	ENSG00000155368	ENSG00000155368	
ENSG00000155380	6566	SLC16A1	ENSG00000155380	ENSG00000155380	
ENSG00000155465	9056	SLC7A7	ENSG00000155465	ENSG00000155465	
ENSG00000155561	23165	NUP205	ENSG00000155561	ENSG00000155561	
ENSG00000155657	7273	TTN	ENSG00000155657	ENSG00000155657	
ENSG00000155660	9601	PDIA4	ENSG00000155660	ENSG00000155660	
ENSG00000155827	56254	RNF20	ENSG00000155827	ENSG00000155827	
ENSG00000155850	1836	SLC26A2	ENSG00000155850	ENSG00000155850	
ENSG00000155886	25769	SLC24A2	ENSG00000155886	ENSG00000155886	
ENSG00000155893	92370	ACPL2	ENSG00000155893	ENSG00000155893	
ENSG00000155897	114	ADCY8	ENSG00000155897	ENSG00000155897	
ENSG00000156006	10	NAT2	ENSG00000156006	ENSG00000156006	
ENSG00000156096	7363	UGT2B4	ENSG00000156096	ENSG00000156096	
ENSG00000156110	132	ADK	ENSG00000156110	ENSG00000156110	
ENSG00000156136	1633	DCK	ENSG00000156136	ENSG00000156136	
ENSG00000156194	5470	PPEF2	ENSG00000156194	ENSG00000156194	
ENSG00000156219	419	ART3	ENSG00000156219	ENSG00000156219	
ENSG00000156222	9154	SLC28A1	ENSG00000156222	ENSG00000156222	
ENSG00000156239	29104	N6AMT1	ENSG00000156239	ENSG00000156239	
ENSG00000156256	10600	USP16	ENSG00000156256	ENSG00000156256	
ENSG00000156269	84779	NAA11	ENSG00000156269	ENSG00000156269	
ENSG00000156345	23552	CDK20	ENSG00000156345	ENSG00000156345	
ENSG00000156413	2528	FUT6	ENSG00000156413	ENSG00000156413	
ENSG00000156463	153769	SH3RF2	ENSG00000156463	ENSG00000156463	
ENSG00000156467	7381	UQCRB	ENSG00000156467	ENSG00000156467	
ENSG00000156471	9791	PTDSS1	ENSG00000156471	ENSG00000156471	
ENSG00000156475	5521	PPP2R2B	ENSG00000156475	ENSG00000156475	
ENSG00000156508	1915	EEF1A1	ENSG00000156508	ENSG00000156508	
ENSG00000156510	80201	HKDC1	ENSG00000156510	ENSG00000156510	
ENSG00000156515	3098	HK1	ENSG00000156515	ENSG00000156515	
ENSG00000156587	9246	UBE2L6	ENSG00000156587	ENSG00000156587	
ENSG00000156599	25921	ZDHHC5	ENSG00000156599	ENSG00000156599	
ENSG00000156650	23522	KAT6B	ENSG00000156650	ENSG00000156650	
ENSG00000156689	219970	GLYATL2	ENSG00000156689	ENSG00000156689	
ENSG00000156711	5603	MAPK13	ENSG00000156711	ENSG00000156711	
ENSG00000156795	55093	WDYHV1	ENSG00000156795	ENSG00000156795	
ENSG00000156802	29028	ATAD2	ENSG00000156802	ENSG00000156802	
ENSG00000156873	5261	PHKG2	ENSG00000156873	ENSG00000156873	
ENSG00000156885	1339	COX6A2	ENSG00000156885	ENSG00000156885	
ENSG00000156958	2585	GALK2	ENSG00000156958	ENSG00000156958	
ENSG00000156966	93010	B3GNT7	ENSG00000156966	ENSG00000156966	
ENSG00000156970	701	BUB1B	ENSG00000156970	ENSG00000156970	
ENSG00000156973	5147	PDE6D	ENSG00000156973	ENSG00000156973	
ENSG00000156976	1974	EIF4A2	ENSG00000156976	ENSG00000156976	
ENSG00000156983	7862	BRPF1	ENSG00000156983	ENSG00000156983	
ENSG00000157045	123803	NTAN1	ENSG00000157045	ENSG00000157045	
ENSG00000157064	23057	NMNAT2	ENSG00000157064	ENSG00000157064	
ENSG00000157087	491	ATP2B2	ENSG00000157087	ENSG00000157087	
