Entry	Enzyme regulation
P60981	
P60983	
P60985	
P61006	ENZYME REGULATION: Activated in response to insulin. {ECO:0000250}.
P61009	
P61011	
P61018	
P61019	
P61020	ENZYME REGULATION: Regulated by guanine nucleotide exchange factors (GEFs) which promote the exchange of bound GDP for free GTP.
P61024	
P61026	ENZYME REGULATION: Rab activation is generally mediated by a guanine exchange factor (GEF), while inactivation through hydrolysis of bound GTP is catalyzed by a GTPase activating protein (GAP) (By similarity). That Rab is activated by the DENND4C guanine exchange factor (GEF). {ECO:0000250, ECO:0000269|PubMed:20937701}.
P61073	
P61077	
P61081	
P61086	
P61088	ENZYME REGULATION: Activity is inhibited by binding to OTUB1, which prevents 'Lys-63'-linked polyubiquitination. {ECO:0000269|PubMed:20725033, ECO:0000269|PubMed:22325355, ECO:0000269|PubMed:22367539}.
P61106	
P61129	
P61158	
P61160	
P61163	
P61165	
P61201	
P61204	
P61218	
P61221	
P61224	ENZYME REGULATION: Activated by binding to the GTPase-activating protein RAP1GAP. Activated by guanine nucleotide-exchange factor (GEF) EPAC2 in a cAMP-dependent manner. {ECO:0000269|PubMed:18309292}.
P61225	
P61236	
P61244	
P61247	
P61254	
P61266	
P61278	
P61289	
P61296	
P61313	
P61326	
P61328	
P61353	
P61366	
P61371	
P61421	
P61457	
P61513	
P61550	
P61565	
P61566	
P61567	
P61568	
P61570	
P61571	
P61572	
P61573	
P61574	
P61575	
P61576	
P61578	
P61579	
P61580	
P61581	
P61582	
P61583	
P61586	ENZYME REGULATION: GTP hydrolysis is stimulated by ARHGAP30. {ECO:0000269|PubMed:21565175}.
P61587	
P61599	
P61601	
P61604	
P61619	
P61626	
P61647	
P61758	
P61764	
P61769	
P61803	
P61812	
P61916	
P61923	
P61925	
P61927	
P61952	
P61956	
P61960	
P61962	
P61964	
P61966	
P61968	
P61970	
P61978	
P61981	
P62068	ENZYME REGULATION: Activated by interaction with WDR48. {ECO:0000269|PubMed:26388029}.
P62070	
P62072	
P62079	
P62081	
P62136	ENZYME REGULATION: The phosphatase activity of the PPP1R15A-PP1 complex toward EIF2S1 is specifically inhibited by Salubrinal, a drug that protects cells from endoplasmic reticulum stress. {ECO:0000269|PubMed:15705855}.
P62140	ENZYME REGULATION: Inhibited by the toxins okadaic acid, tautomycin and microcystin Leu-Arg (By similarity). The phosphatase activity of the PPP1R15A-PP1 complex toward EIF2S1 is specifically inhibited by Salubrinal, a drug that protects cells from endoplasmic reticulum stress. {ECO:0000250, ECO:0000269|PubMed:15705855}.
P62166	
P62191	
P62195	
P62241	
P62244	
P62249	
P62253	
P62256	
P62258	
P62263	
P62266	
P62269	
P62273	
P62277	
P62280	
P62304	
P62306	
P62308	
P62310	
P62312	
P62314	
P62316	
P62318	
P62324	
P62328	
P62330	ENZYME REGULATION: Activation is generally mediated by a guanine exchange factor (GEF), while inactivation through hydrolysis of bound GTP is catalyzed by a GTPase activating protein (GAP). Activated by ASAP3. Inactivated by ACAP1 and ACAP2. {ECO:0000269|PubMed:11062263, ECO:0000269|PubMed:18400762}.
P62333	
P62341	
P62380	
P62424	
P62487	
P62491	
P62495	
P62502	
P62508	
P62633	
P62683	
P62684	
P62685	
P62699	
P62701	
P62714	
P62736	
P62745	
P62750	
P62753	
P62760	
P62805	
P62807	
P62820	
P62826	
P62829	
P62834	ENZYME REGULATION: Activated by guanine nucleotide-exchange factors (GEF) EPAC and EPAC2 in a cAMP-dependent manner, and GFR.
P62837	
P62841	
P62847	
P62851	
P62854	
P62857	
P62861	
P62873	
P62875	
P62877	
P62879	
P62888	
P62891	
P62899	
P62906	
P62910	
P62913	
P62917	
P62937	ENZYME REGULATION: Binds cyclosporin A (CsA). CsA mediates some of its effects via an inhibitory action on PPIase.
P62942	ENZYME REGULATION: Inhibited by both FK506 and rapamycin.
P62945	
P62952	
P62955	
P62979	
P62987	
P62993	
P62995	
P63000	ENZYME REGULATION: Regulated by guanine nucleotide exchange factors (GEFs) which promote the exchange of bound GDP for free GTP, GTPase activating proteins (GAPs) which increase the GTP hydrolysis activity, and GDP dissociation inhibitors which inhibit the dissociation of the nucleotide from the GTPase. GTP hydrolysis is stimulated by ARHGAP30. {ECO:0000269|PubMed:21565175}.
P63010	
P63027	
P63092	
P63096	
P63098	
P63104	
P63119	
P63120	
P63121	
P63122	
P63123	
P63124	
P63125	
P63126	
P63127	
P63128	
P63129	
P63130	
P63131	
P63132	
P63133	
P63135	
P63136	
P63145	
P63146	
P63151	
P63162	
P63165	
P63167	
P63172	
P63173	
P63208	
P63211	
P63215	
P63218	
P63220	
P63241	
P63244	
P63252	
P63261	
P63267	
P63272	
P63279	
P63302	
P63313	
P63316	
P67775	
P67809	
P67812	
P67870	
P67936	
P68032	
P68036	
P68104	
P68106	ENZYME REGULATION: Inhibited by both FK506 and rapamycin.
P68133	
P68363	
P68366	
P68371	
P68400	ENZYME REGULATION: Constitutively active protein kinase whose activity is not directly affected by phosphorylation. Seems to be regulated by level of expression and localization.
P68402	
P68431	
P68543	
P68871	
P69208	
P69849	
P69891	
P69892	
P69905	
P78310	
P78312	
P78314	
P78316	
P78317	
P78318	
P78324	
P78325	
P78329	
P78330	ENZYME REGULATION: Inhibited by calcium ions. {ECO:0000269|PubMed:15291819}.
P78332	
P78333	
P78334	
P78337	
P78344	
P78345	
P78346	
P78347	
P78348	ENZYME REGULATION: Inhibited by the diuretic amiloride. Inhibited by Cs(1+) ions. Inhibited by spider venom psalmotoxin-1; this locks the channel into its desensitized conformation. {ECO:0000269|PubMed:22760635}.
P78352	
P78356	
P78357	
P78358	
P78362	ENZYME REGULATION: Activated by phosphorylation on Ser-52 and Ser-588. {ECO:0000250|UniProtKB:Q96SB4}.
P78363	
P78364	
P78367	
P78368	ENZYME REGULATION: Stimulated by estrogen. Repressed by 5-iodotubercidin (DB04604). {ECO:0000269|PubMed:15077195}.
P78369	
P78371	
P78380	
P78381	
P78382	
P78383	
P78385	
P78386	
P78395	
P78396	
P78406	
P78410	
P78411	
P78412	
P78413	
P78414	
P78415	
P78417	ENZYME REGULATION: Monomethylarsonic acid reductase activity is competitively inhibited by 1-chloro 2,4-dinitrobenzene (CDNB) and by deoxycholate.
P78423	
P78424	
P78426	
P78504	
P78508	
P78509	
P78524	
P78527	ENZYME REGULATION: Inhibited by wortmannin. Activity of the enzyme seems to be attenuated by autophosphorylation. {ECO:0000269|PubMed:9766667}.
P78536	
P78537	
P78539	
P78540	
P78543	
P78545	
P78549	ENZYME REGULATION: APE1 displaces NTHL1 from the N-glycosylase-generated AP site in DNA, thereby increasing the turnover of the DNA N-glycosylase activity. AP lyase activity is stimulated by YBX1. {ECO:0000269|PubMed:11287425, ECO:0000269|PubMed:12519758}.
P78552	
P78556	
P78559	
P78560	
P78562	
P78563	
P79483	
P79522	
P80075	
P80098	
P80108	
P80162	
P80188	
P80192	ENZYME REGULATION: Homodimerization via the leucine zipper domains is required for autophosphorylation of multiple sites in the activation loop and subsequent activation. Autophosphorylation at Thr-312 is the key step in activation of MAP3K9/MLK1 and is required for full phosphorylation. Autophosphorylation at Thr-304 and Ser-308 have been shown to be of secondary importance in the activation of MAP3K9/MLK1. CEP-1347 and many indolocarbazole analogs have been shown to act as inhibitors of MAP3K9/MLK1 activity. {ECO:0000269|PubMed:11325962, ECO:0000269|PubMed:11755341, ECO:0000269|PubMed:15610029}.
P80217	
P80294	
P80297	
P80303	
P80365	ENZYME REGULATION: Inhibited by glycyrrhetinic acid (derived from liquorice), carbenoloxone and 11-alpha-OH-progesterone. {ECO:0000250}.
P80370	
P80404	
P80511	
P80723	
P80748	
P81133	
P81172	
P81274	
P81277	
P81408	
P81534	
P81605	
P81877	
P82094	
P82251	
P82279	
P82650	
P82663	
P82664	
P82673	
P82675	
P82909	
P82912	
P82914	
P82921	
P82930	
P82932	
P82933	
P82970	
P82979	
P82980	
P82987	
P83105	
P83110	
P83111	
P83369	
P83436	
P83731	
P83859	
P83876	
P83881	
P83916	
P84022	
P84074	
P84077	
P84085	
P84090	
P84095	
P84098	
P84101	
P84103	
P84157	
P84243	
P84550	
P84996	
P85037	
P85298	
P85299	
P86397	
P86434	
P86452	
P86478	
P86479	
P86480	
P86481	
P86496	
P86790	
P86791	
P87889	
P98066	
P98073	
P98077	
P98082	
P98088	
P98095	
P98153	
P98155	
P98160	
P98161	
P98164	
P98168	
P98169	
P98170	
P98171	
P98172	
P98173	
P98174	
P98175	
P98177	
P98179	
P98182	
P98187	
P98194	
P98196	
P98198	
P99999	
Q00005	
Q00013	
Q00056	
Q00059	
Q00169	
Q00266	
Q00325	
Q00341	
Q00403	
Q00444	
Q00526	
Q00532	
Q00534	ENZYME REGULATION: Inhibited by INK4 proteins (CDKN2C/p18-INK4c), aminopurvalanol, PD0332991, 4-(Pyrazol-4-yl)-pyrimidines and fisetin, a flavonol inhibitor. Activated by Thr-177 phosphorylation and Tyr-24 dephosphorylation (By similarity). Stimulated by cyclin from herpesvirus saimiri (V-cyclin/ECLF2). Rapidly down-regulated prior to cell differentiation (e.g. erythroid and osteoblast). {ECO:0000250, ECO:0000269|PubMed:12833137}.
Q00535	ENZYME REGULATION: Inhibited by 2-(1-ethyl-2-hydroxyethylamino)-6-benzylamino-9-isopropylpurine (roscovitine), 1-isopropyl-4-aminobenzyl-6-ether-linked benzimidazoles, resveratrol, AT-7519 and olomoucine. Activated by CDK5R1 (p35) and CDK5R2 (p39) during the development of the nervous system; degradation of CDK5R1 (p35) and CDK5R2 (p39) by proteasome result in down regulation of kinase activity, during this process, CDK5 phosphorylates p35 and induces its ubiquitination and subsequent degradation. Kinase activity is mainly determined by the amount of p35 available and subcellular location; reversible association to plasma membrane inhibits activity. Long-term inactivation as well as CDK5R1 (p25)-mediated hyperactivation of CDK5 triggers cell death. The pro-death activity of hyperactivated CDK5 is suppressed by membrane association of CDK5, via myristoylation of p35. Brain-derived neurotrophic factor, glial-derived neurotrophic factor, nerve growth factor (NGF), retinoic acid, laminin and neuregulin promote activity. Neurotoxicity enhances nuclear activity, thus leading to MEF2 phosphorylation and inhibition prior to apoptosis of cortical neurons. Repression by GSTP1 via p25/p35 translocation prevents neurodegeneration. {ECO:0000269|PubMed:12691662, ECO:0000269|PubMed:15992363, ECO:0000269|PubMed:17611284, ECO:0000269|PubMed:21668448, ECO:0000269|PubMed:9030781}.
Q00536	
Q00537	
Q00577	
Q00587	
Q00597	
Q00604	
Q00610	
Q00613	
Q00653	
Q00688	ENZYME REGULATION: Inhibited preferentially by rapamycin over FK506.
Q00722	
Q00765	
Q00796	
Q00839	
Q00872	
Q00887	
Q00888	
Q00889	
Q008S8	
Q00973	
Q00975	
Q00978	
Q00987	
Q00994	
Q00G26	
Q00LT1	
Q01064	ENZYME REGULATION: Type I PDE are activated by the binding of calmodulin in the presence of Ca(2+).
Q01081	
Q01082	
Q01085	
Q01094	ENZYME REGULATION: BIRC2/c-IAP1 stimulates its transcriptional activity. {ECO:0000269|PubMed:21653699}.
Q01101	
Q01105	
Q01113	
Q01118	
Q01130	
Q01151	
Q01167	
Q01196	
Q01201	
Q01344	
Q01362	
Q01415	
Q01432	
Q01433	
Q01449	
Q01453	
Q01459	
Q01469	
Q01484	
Q01518	
Q01523	
Q01524	
Q01534	
Q01538	
Q01543	
Q01546	
Q01581	
Q01628	
Q01629	
Q01638	
Q01650	
Q01658	
Q01664	
Q01668	
Q01718	
Q01726	
Q01740	
Q01780	
Q01804	
Q01813	ENZYME REGULATION: Allosterically activated by ADP, AMP, or fructose 2,6-bisphosphate, and allosterically inhibited by ATP or citrate. {ECO:0000255|HAMAP-Rule:MF_03184}.
Q01814	
Q01826	
Q01831	
Q01844	
Q01850	
Q01851	
Q01860	
Q01892	
Q01954	
Q01955	
Q01959	
Q01968	
Q01970	
Q01973	
Q01974	
Q01995	
Q02040	
Q02045	
Q02078	
Q02080	
Q02083	ENZYME REGULATION: Stimulated by DTT and Nonidet P-40. {ECO:0000269|PubMed:15655246}.
Q02086	
Q02094	
Q02108	ENZYME REGULATION: Activated by nitric oxide in the presence of magnesium or manganese ions. {ECO:0000269|PubMed:9742212}.
Q02127	
Q02153	ENZYME REGULATION: Activated by nitric oxide in the presence of magnesium or manganese ions. {ECO:0000269|PubMed:1352257}.
Q02156	ENZYME REGULATION: Novel PKCs (PRKCD, PRKCE, PRKCH and PRKCQ) are calcium-insensitive, but activated by diacylglycerol (DAG) and phosphatidylserine. Three specific sites; Thr-566 (activation loop of the kinase domain), Thr-710 (turn motif) and Ser-729 (hydrophobic region), need to be phosphorylated for its full activation.
Q02161	
Q02218	ENZYME REGULATION: Calcium ions and ADP stimulate, whereas ATP and NADH reduce catalytic activity. {ECO:0000269|PubMed:24495017}.
Q02221	
Q02223	
Q02224	
Q02241	
Q02246	
Q02252	
Q02297	
Q02318	
Q02325	
Q02338	ENZYME REGULATION: Requires phosphatidylcholine as an allosteric activator for enzymatic activity. {ECO:0000250|UniProtKB:Q02337}.
Q02363	
Q02383	
Q02386	
Q02388	
Q02410	
Q02413	
Q02446	
Q02447	
Q02487	
Q02505	
Q02509	
Q02535	
Q02539	
Q02543	
Q02548	
Q02556	
Q02575	
Q02577	
Q02641	
Q02643	
Q02742	
Q02747	
Q02750	ENZYME REGULATION: Ras proteins such as HRAS mediate the activation of RAF proteins such as RAF1 or BRAF which in turn activate extracellular signal-regulated kinases (ERK) through MAPK (mitogen-activated protein kinases) and ERK kinases MAP2K1/MEK1 and MAP2K2/MEK2. Activation occurs through phosphorylation of Ser-218 and Ser-222. MAP2K1/MEK1 is also the target of negative feed-back regulation by its substrate kinases, such as MAPK1/ERK2. These phosphorylate MAP2K1/MEK1 on Thr-292, thereby facilitating dephosphorylation of the activating residues Ser-218 and Ser-222. Inhibited by serine/threonine phosphatase 2A (By similarity). Many inhibitors have been identified including pyrrole derivatives, TAK-733 (one of a series of 8-methylpyrido[2,3-d]pyrimidine-4,7(3H,8H)-dione derivatives), CH4987655 and RDEA119/BAY 869766. {ECO:0000250}.
Q02763	ENZYME REGULATION: Angiopoietin binding leads to receptor dimerization and activation by autophosphorylation at Tyr-992 on the kinase activation loop. Inhibited by staurosporine, K252a, PP2, damnacanthal, SB203580, CEP-11207, CEP-11981 and CE-245677. Inhibited by triazine, thienopyrimidine and thiazolopyrimidine derivatives. {ECO:0000269|PubMed:11080633, ECO:0000269|PubMed:11513602, ECO:0000269|PubMed:17253678, ECO:0000269|PubMed:17350837, ECO:0000269|PubMed:19854647, ECO:0000269|PubMed:20651738}.
Q02779	ENZYME REGULATION: Homodimerization via the leucine zipper domains is required for autophosphorylation and subsequent activation. {ECO:0000250}.
Q02790	ENZYME REGULATION: Inhibited by FK506. {ECO:0000269|PubMed:1279700}.
Q02809	
Q02817	
Q02818	
Q02833	
Q02846	ENZYME REGULATION: Activated by GCAP-1; inhibited by calcium.
Q02878	
Q02880	
Q02928	
Q02930	
Q02952	
Q02962	
Q02978	
Q02985	
Q03001	
Q03013	
Q03014	
Q03052	
Q03060	
Q03111	
Q03112	
Q03113	
Q03135	
Q03154	
Q03164	
Q03167	
Q03169	
Q03181	
Q03188	
Q03252	
Q03393	
Q03395	
Q03403	
Q03405	
Q03426	ENZYME REGULATION: Farnesyl- and geranyl-pyrophosphates are competitive inhibitors.
Q03431	
Q03468	
Q03518	
Q03519	
Q03591	
Q03692	
Q03701	
Q03721	
Q03828	
Q03923	
Q03924	
Q03933	
Q03936	
Q03938	
Q03989	
Q04118	
Q04206	
Q04323	
Q04446	
Q04609	ENZYME REGULATION: The NAALADase activity is inhibited by beta-NAAG, quisqualic acid, 2-(phosphonomethyl) pentanedioic acid (PMPA) and EDTA. Activated by cobalt. {ECO:0000269|PubMed:17567119}.
Q04637	
Q04656	
Q04671	
Q04695	
Q04721	
Q04724	
Q04725	
Q04726	
Q04727	
Q04741	
Q04743	
Q04756	
Q04759	ENZYME REGULATION: Novel PKCs (PRKCD, PRKCE, PRKCH and PRKCQ) are calcium-insensitive, but activated by diacylglycerol (DAG) and phosphatidylserine. Three specific sites; Thr-538 (activation loop of the kinase domain), Ser-676 (turn motif) and Ser-695 (hydrophobic region), need to be phosphorylated for its full activation.
Q04760	ENZYME REGULATION: Regulated by oxidation of Cys-139 in response to the redox state of the cell. Results in the alternative formation of cystine or glutathione-bound cysteine, the latter modification leading to reduced enzyme activity. {ECO:0000269|PubMed:20454679}.
Q04771	
Q04826	
Q04828	ENZYME REGULATION: Inhibited by hexestrol with an IC(50) of 9.5 uM, 1,10-phenanthroline with an IC(50) of 55 uM, 1,7-phenanthroline with an IC(50) of 72 uM, flufenamic acid with an IC(50) of 6.0 uM, indomethacin with an IC(50) of 140 uM, ibuprofen with an IC(50) of 950 uM, lithocholic acid with an IC(50) of 25 uM, ursodeoxycholic acid with an IC(50) of 340 uM and chenodeoxycholic acid with an IC(50) of 570 uM. {ECO:0000269|PubMed:8573067}.
Q04837	
Q04844	
Q04864	
Q04900	
Q04912	ENZYME REGULATION: In its inactive state, the C-terminal tail interacts with the catalytic domain and inhibits the kinase activity. Upon ligand binding, the C-terminal tail is displaced and becomes phosphorylated, thus increasing the kinase activity. {ECO:0000269|PubMed:15632155}.
Q04917	
Q04941	
Q05048	
Q05066	
Q05084	
Q05086	
Q05193	
Q05195	
Q05209	
Q05215	
Q05315	
Q05329	
Q05397	ENZYME REGULATION: Subject to autoinhibition, mediated by interactions between the FERM domain and the kinase domain. Activated by autophosphorylation at Tyr-397. This promotes interaction with SRC and phosphorylation at Tyr-576 and Tyr-577 in the kinase activation loop. Phosphorylation at Tyr-576 and Tyr-577 is required for maximal kinase activity. Inhibited by TAC544, TAE226, PF-573,228 and PF-562,271. {ECO:0000269|PubMed:10655584, ECO:0000269|PubMed:17395594, ECO:0000269|PubMed:17431114, ECO:0000269|PubMed:18006843, ECO:0000269|PubMed:18677107, ECO:0000269|PubMed:20495381}.
Q05469	ENZYME REGULATION: Rapidly activated by cAMP-dependent phosphorylation under the influence of catecholamines. Dephosphorylation and inactivation are controlled by insulin.
Q05481	
Q05513	ENZYME REGULATION: Atypical PKCs (PRKCI and PRKCZ) exhibit an elevated basal enzymatic activity (that may be due to the interaction with SMG1 or SQSTM1) and are not regulated by diacylglycerol, phosphatidylserine, phorbol esters or calcium ions. Two specific sites, Thr-410 (activation loop of the kinase domain) and Thr-560 (turn motif), need to be phosphorylated for its full activation. Phosphatidylinositol 3,4,5-trisphosphate might be a physiological activator (By similarity). {ECO:0000250}.
Q05516	
Q05519	
Q05586	
Q05639	
Q05655	ENZYME REGULATION: Novel PKCs (PRKCD, PRKCE, PRKCH and PRKCQ) are calcium-insensitive, but activated by diacylglycerol (DAG) and phosphatidylserine. Three specific sites; Thr-507 (activation loop of the kinase domain), Ser-645 (turn motif) and Ser-664 (hydrophobic region), need to be phosphorylated for its full activation. Activated by caspase-3 (CASP3) cleavage during apoptosis. After cleavage, the pseudosubstrate motif in the regulatory subunit is released from the substrate recognition site of the catalytic subunit, which enables PRKCD to become constitutively activated. The catalytic subunit which displays properties of a sphingosine-dependent protein kinase is activated by D-erythro-sphingosine (Sph) or N,N-dimethyl-D-erythrosphingosine (DMS) or N,N,N-trimethyl-D-erythrosphingosine (TMS), but not by ceramide or Sph-1-P and is strongly inhibited by phosphatidylserine (By similarity). {ECO:0000250}.
Q05682	
Q05707	
Q05823	ENZYME REGULATION: After binding to 2-5A (5'-phosphorylated 2',5'-linked oligoadenylates) the homodimerization and subsequent activation occurs. Inhibited by RNASEL inhibitor ABCE1/RLI, a cytoplasmic member of the ATP-binding cassette (ABC) transporter family.
Q05901	
Q05923	
Q05925	
Q05932	ENZYME REGULATION: Activated by 10 mM sodium bicarbonate. {ECO:0000269|PubMed:8662720}.
Q05940	
Q05952	
Q05996	
Q05BQ5	
Q05BU3	
Q05BV3	
Q05C16	
Q05D32	
Q05D60	
Q05DH4	
Q06033	
Q06055	
Q06124	
Q06136	
Q06141	
Q06187	ENZYME REGULATION: Activated by phosphorylation. In primary B lymphocytes, is almost always non-phosphorylated and is thus catalytically inactive. Stimulation of TLR8 and TLR9 causes BTK activation. As a negative feedback mechanism to fine-tune BCR signaling, activated PRKCB down-modulates BTK function via direct phosphorylation of BTK at Ser-180, resulting in translocation of BTK back to the cytoplasmic fraction. PIN1, SH3BP5, and IBTK were also identified as BTK activity inhibitors. Interaction with CAV1 leads to dramatic down-regulation of the kinase activity of BTK. LFM-13A is a specific inhibitor of BTK. Dasatinib, a cancer drug acting as a tyrosine kinase inhibitor, also blocks BTK activity. {ECO:0000269|PubMed:10339589, ECO:0000269|PubMed:11577348, ECO:0000269|PubMed:11598012, ECO:0000269|PubMed:11751885, ECO:0000269|PubMed:16415872, ECO:0000269|PubMed:16644721, ECO:0000269|PubMed:17932028, ECO:0000269|PubMed:8630736}.
Q06190	
Q06203	
Q06210	
Q06250	
Q06265	
Q06278	ENZYME REGULATION: Is very potently inhibited by raloxifene (PubMed:26842593). Also inhibited by estradiol, ethinyl estradiol, hydralazine, menadione, isovanillin and thioridazine. Not inhibited by allopurinol, a xanthine dehydrogenase potent inhibitor (PubMed:22031625, PubMed:22522748, PubMed:22996261, PubMed:9224775, PubMed:26322824). {ECO:0000269|PubMed:22031625, ECO:0000269|PubMed:22522748, ECO:0000269|PubMed:22996261, ECO:0000269|PubMed:26322824, ECO:0000269|PubMed:26842593, ECO:0000269|PubMed:9224775}.
Q06323	
Q06330	
Q06413	
Q06416	
Q06418	
Q06432	
Q06455	
Q06481	
Q06495	
Q06520	
Q06546	
Q06547	
Q06587	
Q06609	
Q06643	
Q06710	
Q06730	
Q06732	
Q06787	
Q06828	
Q06830	
Q06889	
Q06945	
Q07000	
Q07001	
Q07002	
Q07011	
Q07020	
Q07021	
Q07065	
Q07075	
Q07092	
Q07108	
Q07157	
Q07283	
Q07325	
Q07326	
Q07343	ENZYME REGULATION: Inhibited by rolipram.
Q07352	
Q07444	
Q07507	
Q075Z2	
Q07617	
Q07627	
Q07654	
Q07666	
Q07687	
Q07699	
Q07812	
Q07817	
Q07820	
Q07837	
Q07864	
Q07866	
Q07869	
Q07889	
Q07890	
Q07912	ENZYME REGULATION: Inhibited by AIM-100 (4-amino-5,6-biaryl-furo[2,3-d]pyrimidine), which suppresses activating phosphorylation at Tyr-284. Repressed by dasatinib. {ECO:0000269|PubMed:20383201, ECO:0000269|PubMed:20623637}.
Q07954	
Q07955	
Q07960	
Q07973	
Q08043	
Q08050	
Q08116	
Q08117	
Q08170	
Q08174	
Q08188	
Q08209	
Q08211	
Q08257	
Q08289	
Q08334	
Q08345	ENZYME REGULATION: Inhibited by the multi-targeted cancer drugs imatinib and ponatinib. {ECO:0000269|PubMed:24768818}.
Q08357	
Q08378	
Q08379	
Q08380	
Q08397	
Q08426	ENZYME REGULATION: Enzyme activity enhanced by acetylation. {ECO:0000269|PubMed:20167786}.
Q08431	
Q08462	ENZYME REGULATION: Activated by forskolin (PubMed:15385642). Is not activated by calmodulin. Inhibited by calcium ions, already at micromolar concentration. Activated by the G protein alpha subunit GNAS. Activated by the G protein beta and gamma subunit complex (By similarity). Phosphorylation by RAF1 results in its activation (PubMed:15385642). Phosphorylation by PKC activates the enzyme (By similarity). {ECO:0000250|UniProtKB:P26769, ECO:0000269|PubMed:15385642}.
Q08477	ENZYME REGULATION: Inhibited by carbon monoxide (CO).
Q08493	ENZYME REGULATION: Inhibited by rolipram.
Q08495	
Q08499	ENZYME REGULATION: Inhibited by rolipram. Activated by phosphatidic acid. {ECO:0000269|PubMed:15131123}.
Q08554	
Q08623	
Q08629	
Q08648	
Q08708	
Q08722	
Q08752	ENZYME REGULATION: Less sensitive to inhibition by cyclosporin A than is CYP-18.
Q08828	ENZYME REGULATION: Activated by calcium/calmodulin. Activated by forskolin. Activated by the G protein alpha subunit GNAS. Inhibited by the G protein beta and gamma subunit complex. Inhibited by the ATP analogs adenosine, 2'-deoxyadenosine and 2'-deoxy-3'-AMP. {ECO:0000250|UniProtKB:P19754}.
Q08830	
Q08881	
Q08945	
Q08999	
Q08AD1	
Q08AE8	
Q08AF3	
Q08AF8	
Q08AG5	
Q08AG7	
Q08AH1	
Q08AH3	
Q08AI6	
Q08AI8	
Q08AM6	
Q08AN1	
Q08E93	
Q08ER8	
Q08ET2	
Q08J23	ENZYME REGULATION: Inhibited by magnesium ions. {ECO:0000269|PubMed:22995836}.
Q09013	ENZYME REGULATION: Coiled-coil-mediated oligomerization enhances the catalytic activity. Proteolytic processing of the C-terminus may release the protein from membranes and constitute a mean to regulate the enzyme. May be regulated by HSPB2, RAC1, RAF1 and G-protein second messengers. {ECO:0000269|PubMed:10869570, ECO:0000269|PubMed:10913253, ECO:0000269|PubMed:12832055, ECO:0000269|PubMed:9490724}.
Q09019	
Q09028	
Q09160	
Q09161	
Q09327	
Q09328	
Q09428	
Q09470	ENZYME REGULATION: Inhibited by 1.1 mM 4-aminopyridine (4-AP) and by 20 mM tetraethylammonium (TEA), but not by charybdotoxin (CTX)(PubMed:19912772). Inhibited by dendrotoxin (DTX) (PubMed:19307729). {ECO:0000269|PubMed:19307729, ECO:0000269|PubMed:19912772}.
Q09472	
Q09666	
Q09FC8	
Q09MP3	
Q0D2H9	
Q0D2I5	
Q0D2J5	
Q0D2K0	
Q0D2K2	
Q0D2K3	
Q0D2K5	
Q0GE19	
Q0IIM8	
Q0IIN9	
Q0JRZ9	
Q0P140	
Q0P5N6	
Q0P5P2	
Q0P641	
Q0P651	
Q0P670	
Q0P6D2	
Q0P6D6	
Q0P6H9	
Q0PNE2	
Q0VAA2	
Q0VAA5	
Q0VAF6	
Q0VAK6	
Q0VAM2	
Q0VAQ4	
Q0VD83	
Q0VD86	
Q0VDD5	
Q0VDD7	
Q0VDD8	
Q0VDE8	
Q0VDF9	
Q0VDG4	
Q0VDI3	
Q0VF49	
Q0VF96	
Q0VFX4	
Q0VFZ6	
Q0VG06	
Q0VG73	
Q0VG99	
Q0VGE8	
Q0VGL1	
Q0WX57	
Q0Z7S8	
Q0ZGT2	
Q0ZLH3	
Q10469	
Q10471	
Q10472	
Q10567	
Q10570	
Q10571	
Q10586	
Q10587	
Q10588	
Q10589	
Q10713	
Q107X0	
Q10981	
Q11128	
Q11130	
Q11201	
Q11203	
Q11206	
Q12756	
Q12765	
Q12766	
Q12767	
Q12768	
Q12769	
Q12770	
Q12772	
Q12774	
Q12778	
Q12788	
Q12789	
Q12791	ENZYME REGULATION: Ethanol and carbon monoxide-bound heme increase channel activation. Heme inhibits channel activation. {ECO:0000269|PubMed:14523450}.
Q12792	
Q12794	
Q12796	
Q12797	
Q12798	
Q12799	
Q12800	
Q12802	
Q12805	
Q12809	
Q12815	
Q12816	
Q12824	
Q12829	
Q12830	
Q12834	
Q12836	
Q12837	
Q12840	
Q12841	
Q12846	
Q12849	
Q12851	ENZYME REGULATION: The tumor necrosis factor (TNF), as well as endotoxins and proinflammatory stimuli such as polyinosine-polycytidine (poly(IC)), lipopolysaccharides (LPS), peptidoglycan (PGN), flagellin, or lipid A activate MAP4K2 by promoting its autophosphorylation. {ECO:0000269|PubMed:15456887, ECO:0000269|PubMed:7477268}.
Q12852	
Q12857	
Q12860	
Q12864	
Q12866	
Q12870	
Q12872	
Q12873	
Q12874	
Q12879	
Q12882	
